source_dataset,fold,split_type,task_id,impl_index,char_lev_raw,char_lev_norm,token_lev_raw,token_lev_norm,ast_changed_nodes,ast_norm_ratio,codebert_cosine,unixcoder_cosine
phase2/s8_single_bitwise,0,fit,BigCodeBench/884,1,265,0.2743271221532091,3,0.0275229357798165,4,0.0147058823529411,0.9910625219345092,0.9716045260429382
phase2/s8_single_bitwise,1,validate,BigCodeBench/410,1,11,0.0143042912873862,5,0.0364963503649635,4,0.0130718954248366,0.999126672744751,0.9832981824874878
phase2/s8_single_bitwise,2,fit,BigCodeBench/410,1,11,0.0143042912873862,5,0.0364963503649635,4,0.0130718954248366,0.999126672744751,0.9832981824874878
phase2/s8_single_bitwise,2,validate,BigCodeBench/845,1,155,0.1949685534591195,3,0.0171428571428571,4,0.0097560975609756,0.995706021785736,0.9588099122047424
phase2/s8_single_bitwise,2,validate,BigCodeBench/885,1,449,0.4149722735674676,5,0.029585798816568,4,0.0104166666666666,0.972320556640625,0.8720753192901611
phase2/s8_single_bitwise,3,fit,BigCodeBench/845,1,155,0.1949685534591195,3,0.0171428571428571,4,0.0097560975609756,0.995706021785736,0.9588099122047424
phase2/s8_single_bitwise,3,fit,BigCodeBench/885,1,449,0.4149722735674676,5,0.029585798816568,4,0.0104166666666666,0.972320556640625,0.8720753192901611
phase2/s8_single_bitwise,3,validate,BigCodeBench/1066,1,97,0.1411935953420669,7,0.0482758620689655,4,0.0113636363636363,0.995765209197998,0.980049729347229
phase2/s8_single_bitwise,4,fit,BigCodeBench/1066,1,97,0.1411935953420669,7,0.0482758620689655,4,0.0113636363636363,0.995765209197998,0.980049729347229
phase2/s8_single_bitwise,4,validate,BigCodeBench/51,1,203,0.2629533678756476,17,0.1231884057971014,4,0.0132450331125827,0.9950667023658752,0.9398754835128784
phase2/s8_single_bitwise,4,validate,BigCodeBench/750,1,153,0.3248407643312102,1,0.0113636363636363,4,0.0181818181818181,0.994117259979248,0.9320882558822632
phase2/s8_single_bitwise,5,fit,BigCodeBench/51,1,203,0.2629533678756476,17,0.1231884057971014,4,0.0132450331125827,0.9950667023658752,0.9398754835128784
phase2/s8_single_bitwise,5,fit,BigCodeBench/750,1,153,0.3248407643312102,1,0.0113636363636363,4,0.0181818181818181,0.994117259979248,0.9320882558822632
phase2/s8_single_bitwise,5,validate,BigCodeBench/1034,1,231,0.375,11,0.1235955056179775,4,0.0204081632653061,0.9905808568000792,0.9447748064994812
phase2/s8_single_bitwise,6,fit,BigCodeBench/1034,1,231,0.375,11,0.1235955056179775,4,0.0204081632653061,0.9905808568000792,0.9447748064994812
phase2/s8_single_bitwise,6,validate,BigCodeBench/644,1,134,0.231433506044905,1,0.0084745762711864,4,0.0147058823529411,0.996724009513855,0.9455744624137878
phase2/s8_single_bitwise,6,validate,BigCodeBench/748,1,94,0.2625698324022346,1,0.0181818181818181,4,0.0298507462686567,0.9950565695762634,0.9487786293029784
phase2/s8_single_bitwise,7,fit,BigCodeBench/644,1,134,0.231433506044905,1,0.0084745762711864,4,0.0147058823529411,0.996724009513855,0.9455744624137878
phase2/s8_single_bitwise,7,fit,BigCodeBench/748,1,94,0.2625698324022346,1,0.0181818181818181,4,0.0298507462686567,0.9950565695762634,0.9487786293029784
phase2/s8_single_bitwise,9,validate,BigCodeBench/884,1,265,0.2743271221532091,3,0.0275229357798165,4,0.0147058823529411,0.9910625219345092,0.9716045260429382
